time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2017-09-29T05:43:18Z,161,0,0,0,0,0,16700892,1467,13555003,0,0,0,0,0,0,12257,0,0,0,0,0,0,0,556,12,0,65,1,6,3796,0,0,0,0,0, ,0,0,0,0,0,0,12247,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,118,242736128,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,11520,0,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:44:18Z,161,0,0,0,0,0,16677228,1467,13531339,0,0,0,0,0,0,10998,0,0,0,0,0,0,0,555,12,0,58,1,6,3883,0,0,0,0,0, ,0,0,0,0,0,0,10975,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,111,276232304,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,450,0,18,0,900,0,0,0,0,0,0,0,0,0,0,10345,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:45:18Z,161,0,0,0,0,0,16786948,1467,13641059,0,0,0,0,0,0,11133,0,0,0,0,0,0,0,564,12,0,55,1,6,3588,0,0,0,0,0, ,0,0,0,0,0,0,11123,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,61,98,232218856,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,10500,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:46:18Z,161,0,0,0,0,0,16809284,1467,13663395,0,0,0,0,0,0,11387,0,0,0,0,0,0,0,567,12,0,50,1,6,4635,0,0,0,0,0, ,0,0,0,0,0,0,11369,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,99,255950960,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,10789,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:47:18Z,161,0,0,0,0,0,16914260,1467,13768371,0,0,0,0,0,0,11051,0,0,0,0,0,0,0,569,12,0,47,1,6,3807,0,0,0,0,0, ,0,0,0,0,0,0,11040,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,51,87,222662216,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,10332,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:48:18Z,161,0,0,0,0,0,16968940,1467,13823051,0,0,0,0,0,0,10708,0,0,0,0,0,0,0,570,12,0,43,1,6,2950,0,0,0,0,0, ,0,0,0,0,0,0,10695,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,99,235300576,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,10047,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:49:18Z,161,0,0,0,0,0,16948476,1467,13802587,0,0,0,0,0,0,11138,0,0,0,0,0,0,0,569,12,0,36,1,6,3601,0,0,0,0,0, ,0,0,0,0,0,0,11114,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,101,242782120,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,450,0,18,0,900,0,0,0,0,0,0,0,0,0,0,10412,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:50:18Z,161,0,0,0,0,0,16968516,1467,13822627,0,0,0,0,0,0,10371,0,0,0,0,0,0,0,569,12,0,32,1,6,3540,0,0,0,0,0, ,0,0,0,0,0,0,10358,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,104,270525592,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,9796,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:51:18Z,161,0,0,0,0,0,16991988,1467,13846099,0,0,0,0,0,0,11010,0,0,0,0,0,0,0,571,12,0,26,1,6,3667,0,0,0,0,0, ,0,0,0,0,0,0,10991,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,123,271755088,-1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,400,0,16,0,800,0,0,0,0,0,0,0,0,0,0,10272,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:52:18Z,161,0,0,0,0,0,17057068,1467,13911179,0,0,0,0,0,0,10932,0,0,0,0,0,0,0,574,13,0,23,1,6,3441,0,0,0,0,0, ,0,0,0,0,0,0,10923,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,85,135,243037328,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,10368,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:53:18Z,161,0,0,0,0,0,17183076,1467,14037187,0,0,0,0,0,0,13291,0,0,0,0,0,0,0,580,13,0,20,1,6,3939,0,0,0,0,0, ,0,0,0,0,0,0,13281,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,169,255882152,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,12541,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:54:18Z,161,0,0,0,0,0,17159828,1467,14013939,0,0,0,0,0,0,14001,0,0,0,0,0,0,0,584,13,0,13,1,6,5518,0,0,0,0,0, ,0,0,0,0,0,0,13973,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,175,279976920,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,450,0,18,0,900,0,0,0,0,0,0,0,0,0,0,13265,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:55:18Z,161,0,0,0,0,0,17226700,1467,14080811,0,0,0,0,0,0,14154,0,0,0,0,0,0,0,589,13,0,8,1,6,4397,0,0,0,0,0, ,0,0,0,0,0,0,14134,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,151,281349600,-1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,400,0,16,0,800,0,0,0,0,0,0,0,0,0,0,13189,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:56:18Z,161,0,0,0,0,0,17429708,1467,14283819,0,0,0,0,0,0,15874,0,0,0,0,0,0,0,601,13,0,4,1,6,4237,0,0,0,0,0, ,0,0,0,0,0,0,15860,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,94,149,268441864,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,14827,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:57:18Z,161,0,0,0,0,0,17667716,1467,14521827,0,0,0,0,0,0,16088,0,0,0,0,0,0,0,612,14,0,-1,1,6,4065,0,0,0,0,0, ,0,0,0,0,0,0,16074,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,146,284436384,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,14768,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:58:18Z,161,0,0,0,0,0,17972924,1467,14827035,0,0,0,0,0,0,17879,0,0,0,0,0,0,0,626,14,0,-1,1,6,4175,0,0,0,0,0, ,0,0,0,0,0,0,18431,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,156,302595984,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,0,556,0,162,0,0,0,0,0,0,0,0,0,0,15560,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T05:59:18Z,161,0,0,0,0,0,18244748,1467,15098859,0,0,0,0,0,0,25238,0,0,0,0,0,0,0,634,14,0,-1,1,6,4631,0,0,0,0,0, ,0,0,0,0,0,0,29334,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,92,152,296948696,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,16064,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T06:00:18Z,161,0,0,0,0,0,18479300,1467,15333411,0,0,0,0,0,0,35632,0,0,0,0,0,0,0,640,14,0,-1,1,6,4288,0,0,0,0,0, ,0,0,0,0,0,0,45768,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,153,311028960,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10136,0,0,0,0,0,0,0,0,0,0,0,0,14514,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29T06:00:59Z,665,0,0,0,0,0,18851628,1963,15705235,0,0,0,0,0,0,664,0,0,0,0,0,0,0,640,14,0,-1,1,6,30,0,0,0,0,0, ,0,0,0,0,0,0,910,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506660797858,3145728,0,0,0,0,0,419,0,4,0,0,0,3,3,0,0,0,0,0,0,38,1,0,0,6144,3,18303607,19,0,0,0,0,0,0,3,5,312217152,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,154,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
